interaction,name,adj_pval,lfc,expected_lfc_single,expected_lfc_abs_single,diff_magnitude_1,diff_magnitude_2
TNF_IL21,Sf3b4,0.02749617474677114,0.2204667895774774,-0.01046011529877219,0.02075656569846925,22.076898607738656,11.621544661106261
IL2_TNF,Hus1,0.0886301983658628,0.3142751223815696,0.01336974326084749,0.03035099440982941,24.506444084226054,11.354689475340193
IL2_TNF,Csnk1d,0.00442017936312209,0.1612258617945261,0.015575403335172499,0.015575403335172499,11.351312150642327,11.351312150642327
IL2_TNF,Dynlrb1,1.6039719779421334e-15,0.27195351965190545,-0.02688417848509532,0.02688417848509532,11.115745950826707,11.115745950826707
IL2_TNF,Myh9,8.986626828636616e-10,-0.19910249343614103,0.01977039320756488,0.01977039320756488,11.070740189424107,11.070740189424107
IL4_IL2,Zcchc17,0.08856841203996257,0.14869290863317697,-0.00642790436223276,0.014888706467819021,24.132408364197854,10.986959508844311
IL4_TNF,Dhrs7b,0.06869743629379847,0.20130925376606848,-0.020361017692512442,0.020361017692512442,10.886993705628866,10.886993705628866
IL21_IL27,Gnl3,0.03385301034491421,0.4680852854531425,0.04740735881523707,0.04740735881523707,10.873684110465494,10.873684110465494
IL4_IL27,Foxo1,1.7401425670802869e-13,0.24365373262946396,-0.025186662676207016,0.025186662676207016,10.67391892136767,10.67391892136767
IL12_IL21,Mcoln2,0.00423186145715678,1.0383887411105222,-0.10037608334380062,0.10758597788853173,11.344981658169617,10.651710766493954
IL6_TNF,R3hdm4,8.495012533703059e-7,-0.27506689152185765,-0.02289652959475685,0.028534069107923592,13.013475246696167,10.639946215924551
IL2_TNF,Gstp3,4.080525139955202e-4,-0.19196209572199877,-0.019258726612631234,0.019949058116114707,10.967538331225724,10.622614491605153
TNF_IL27,Clspn,0.06000155173066678,-0.1410957055900886,-0.0147939094838467,0.0147939094838467,10.537418472388884,10.537418472388884
IL12_IFNA,Bin2,0.00881412934262515,-0.12410207480870562,1.4674644158353938e-4,0.013243695490010081,846.6905221654534,10.37065299502829
IL4_TNF,Zcchc17,0.06934607888497529,0.16050917766922063,-0.01753493223859623,0.01753493223859623,10.153681091274652,10.153681091274652
IL4_TNF,Isoc1,9.569554556526312e-4,0.3864714114075795,0.00294822394526369,0.04230793365100981,132.0861788597994,10.134726706236933
TNF_IL21,Pdrg1,8.752840229647536e-4,0.3178308470948238,0.02458432460162445,0.03550606092118211,13.928191123616331,9.951453325119857
IL2_IL21,Tsc22d3,9.003043954489601e-6,-0.35375417009248095,0.03976792956148146,0.03976792956148146,9.895463605807661,9.895463605807661
IL6_TNF,Adat1,0.03723964563315872,0.4929117787534148,0.055556079586076244,0.055556079586076244,9.872328328886455,9.872328328886455
IL4_TNF,Llph,0.07060814404842707,0.2539064618763218,-0.02357461133781513,0.028667140035708732,11.77033501159106,9.857055903032098
